code,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
THA,0.067422,0.07766,0.10307,0.073517,0.085723,0.10378,0.094292,0.10624,0.12116,0.1098,0.12511,0.12019,0.108,0.10261,0.13871,0.10579,0.11486,0.12937,0.11628,0.13973,0.13938,0.11778
HTI,0.0026467,0.0031003,0.0029607,0.0030804,0.0029284,0.0032505,0.0032671,0.0031822,0.0034792,0.0030847,0.0030393,0.0026544,0.0028979,0.0029077,0.0028499,0.0027407,0.0029684,0.0032587,0.003597,0.0036328,0.0032896,0.0030305
DOM,0.0028224,0.0037113,0.0032051,0.0036672,0.0033445,0.0034981,0.003542,0.0033593,0.0037198,0.0034471,0.0031719,0.0029253,0.0030356,0.0029705,0.0030973,0.0027525,0.0030342,0.0038349,0.0042775,0.004516,0.0038003,0.0035867
PHL,0.020611,0.026954,0.022256,0.017063,0.022104,0.026801,0.027673,0.026008,0.02885,0.029546,0.032978,0.02921,0.026562,0.027121,0.032593,0.027011,0.026709,0.029391,0.028989,0.032442,0.031927,0.026677
YEM,0.011555,0.012069,0.012536,0.011651,0.011482,0.011019,0.012417,0.012299,0.012273,0.010627,0.011639,0.011753,0.011578,0.010604,0.01264,0.010497,0.01041,0.011783,0.010896,0.011725,0.01162,0.011329
JAM,0.0015288,0.0019886,0.0018479,0.0018263,0.0019036,0.0020243,0.0020882,0.0018898,0.0021453,0.0019232,0.0020513,0.0018892,0.001896,0.0019139,0.001675,0.0016535,0.0017173,0.0019183,0.0019409,0.0020538,0.001932,0.0017683
BLZ,0.0015947,0.0022801,0.0031947,0.0022144,0.0022822,0.0027109,0.0022337,0.002487,0.0027324,0.0021722,0.0021671,0.0019141,0.0023694,0.001361,0.0021325,0.00199,0.0018642,0.0022619,0.0019971,0.0022326,0.0022812,0.0018674
USA,0.00067031,0.00093435,0.00066842,0.00081538,0.00073713,0.00068136,0.00068419,0.00062916,0.00066997,0.00052104,0.00048427,0.00052156,0.00047263,0.00044269,0.00045416,0.00030106,0.00038671,0.00059533,0.00063263,0.00069623,0.00060438,0.00058011
KHM,0.022516,0.02985,0.036367,0.023438,0.029392,0.036828,0.033036,0.040602,0.045242,0.037046,0.046337,0.039848,0.036145,0.034337,0.05165,0.03964,0.041156,0.04783,0.04211,0.050374,0.044751,0.039777
GBR,0.000037387,0.000076816,0.000058695,0.000083689,0.000059286,0.000050888,0.000050514,0.000056616,0.000073356,0.000046362,0.000044238,0.000044731,0.000037237,0.000038705,0.000043122,0.000021646,0.000026023,0.000069997,0.000068758,0.000074734,0.000070802,0.000068885
